Title,Original Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Illustrator,Narrator,Translator,Photographer,Editor,Publisher,Place of Publication,Date Published,Year Published,Original Date Published,Original Year Published,Edition,Genre,Summary,Guided Reading Level,Lexile Measure,Lexile Code,Grade Level Equivalent,Developmental Reading Assessment,Interest Level,AR Level,AR Points,AR Quiz Number,Word Count,Number of Pages,Format,Audio Runtime,Dimensions,Weight,List Price,Language,Original Language,DDC,LCC,LCCN,OCLC,ISBN,ISSN,Favorites,Rating,Physical Location,Status,Status Incompleted Reason,Status Hidden,Date Started,Date Finished,Current Page,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Returned from Borrow,Not Owned Reason,Quantity,Condition,Recommended By,Date Added,User Supplied ID,User Supplied Descriptor,Tags,Purchase Date,Purchase Place,Purchase Price,Notes,Google VolumeID,Category,Wish List,Previously Owned,Up Next,Position,Uploaded Image URL,Activities
Introdução ao Pentest,,,,,Daniel Moreno,"Moreno, Daniel",,,,,,Novatec Editora,,2015/04/30,2015,,,,Computers,"Introdução ao Pentest tem o intuito de capacitar o leitor a entender e a realizar o pentest – uma auditoria minuciosa sobre falhas e vulnerabilidades em computadores e redes – e, assim, buscar a melhor forma de solucionar os problemas encontrados.Tendo como base a metodologia Backtrack para o ensino do pentest, que é extremamente didática e adaptada a partir da metodologia OSSTMM de testes de invasão, com certeza este livro fará você se sentir à vontade e confiante ao estudar pentest, tornando o seu aprendizado fácil e rápido.O leitor terá acesso às táticas e técnicas utilizadas na realização do pentest em um ambiente controlado por laboratório e máquinas virtuais.Cada capítulo aborda uma etapa do pentest e, no decorrer da leitura, você:Conhecerá aspectos básicos de segurança da informação, como a instalação de máquinas virtuais e os primeiros passos com o Kali Linux.Construirá redes zumbie para ataques DDoS por meio do projeto Perl-bot.Aprenderá a realizar ataques Man-in-the-Middle remotamente pela internet (pivoteamento via VPN).Construirá um pendrive infectado com programas maliciosos (o famigerado BadUSB).Fará a escrita e posterior criptografia de um relatório de pentest.",,,,,,,,,,,296,,,,,,português,,,,,,9788575224311,,0,3.000000,,Read,,,,2018/06/12,,,,,,0,,,,,2018/06/10 01:26:51.346771001,,,,,,,,M4fDCAAAQBAJ,Profissional,0,,,,,
Introdução ao RUP,,Rational Unified Process,,,Philippe Kruchten,"Kruchten, Philippe",,,,,,Ciência Moderna,,,2003,,,,,"O texto oferece uma introdução rápida aos conceitos, estrutura, conteúdo e motivação do Rational Unified Process - um processo de desenvolvimento de software capacitado para a Web que aumenta a produtividade de equipe e proporciona melhores práticas de software a todos os membros da equipe. O Rational Unified Process é único em permitir às equipes de desenvolvimento reconhecer os grandes benefícios da Unified Modeling Language (UML), automação de software e outras boas práticas da indústria. O Rational Unified Process unifica toda a equipe de desenvolvimento de software e otimiza a produtividade de cada membro da equipe, colocando em nas mãos do usuário a experiência coletiva derivada de milhares de projetos e de diversos líderes da indústria. Tendo este livro como guia, o leitor será capaz de produzir mais facilmente, dentro de um prazo previsível e de um orçamento razoável, o software de melhor qualidade possível. Ao longo do livro, o autor compartilha o seu profundo conhecimento do processo, focalizando sua cobertura em aspectos fundamentais e que são críticos para dominar essa experiência na abordagem ao desenvolvimento de software.",,,,,,,,,,,255,,,,,,português,,,,,,9788573932751,,0,2.000000,,Read,,,,2018/06/12,,,,,,0,,,,,2018/06/10 01:26:51.405326962,,,,,,,,MPbVAAAACAAJ,Profissional,0,,,,http://images.amazon.com/images/P/8573932759.01Z.jpg,
Introdução ao SEO,,Seu guia rápido às práticas eficientes de SEO,,,"Aravind Shenoy , Anirudh Prabhu","Shenoy, Aravind",,,,,,Novatec Editora,,2016/10/17,2016,,,,Business & Economics,"Sua introdução rápida e facilmente compreensível ao SEO (Search Engine Optimization, ou Otimização para ferramentas de busca) – uma metodologia obrigatória para melhorar a visibilidade de sites usando diferentes estratégias e técnicas. Com uma abordagem prática e calculada, este livro ensina técnicas e conceitos de SEO que permitem dominar os aspectos fundamentais da otimização para ferramentas de busca. Introdução ao SEO dá o impulso inicial para a sua aquisição de conhecimento usando uma abordagem facilmente compreensível. Adicione-o à sua biblioteca ainda hoje.",,,,,,,,,,,176,,,,,,português,,,,,,9788575225271,,0,3.000000,,Read,,,,2018/06/12,,,,,,0,,,,,2018/06/10 01:34:05.827376961,,,,,,,Fila 0 | Coluna 3 | Zona 6,IDNFDQAAQBAJ,Profissional,0,,0,,,
Introdução ao Varnish Cache,,Acelere seus aplicativos web,,,Thijs Feryn,"Feryn, Thijs",,,,,,Novatec Editora,,2017/05/09,2017,,,,Computers,"Quanto tempo seu site leva para ser carregado? O desempenho na web é tão crítico para sites de tamanho pequeno e médio quanto o é para sites grandes que recebem muitos acessos. Antes de investir tempo e dinheiro na recriação de seu código ou na substituição de sua infraestrutura, considere usar um servidor proxy de cache reverso como o Varnish. Com este livro prático, você aprenderá como o Varnish pode fornecer ao seu site ou API uma melhoria imediata no desempenho. O Varnish imita o comportamento do servidor web, armazena sua saída em cache na memória e serve o resultado diretamente para os clientes sem ser preciso acessar o servidor. Se você é um desenvolvedor web familiarizado com o HTTP, este livro o ajudará a dominar os aspectos básicos do Varnish para começar a usá-lo imediatamente. Você aprenderá como usar o Varnish Configuration Language e as melhores práticas do HTTP para obter um desempenho mais veloz e uma taxa de acertos mais alta. •    Descubra como o Varnish o ajudará a obter um desempenho ótimo na web •    Use o HTTP para melhorar o recurso de cache de seus sites, aplicativos web e APIs •    Invalide de modo adequado seu cache quando os dados originais mudarem •    Otimize o acesso a seus servidores backend •    Evite erros comuns ao usar o Varnish •    Use ferramentas de logging e depuração para examinar o comportamento do Varnish •    Crie um aplicativo cliente que possa consumir vários serviços",,,,,,,,,,,184,,,,,,português,,,,,,9788575225684,,0,5.000000,,Read,,,,2018/06/12,,,,,,0,,,,,2018/06/10 02:19:26.696650028,,,,,,,,urvLDgAAQBAJ,Profissional,0,,,,,
Introdução ao Web Hacking,,Ferramentas e técnicas para invasão de aplicações web,,,Josh Pauli,"Pauli, Josh",,,,,,Novatec Editora,,2014/01/14,2014,,,,Computers,"Explore os campos de batalha, os combatentes, as ferramentas e as técnicas presentes nos conflitos digitais atuais.“Se você for totalmente iniciante na área de web hacking, este livro ensinará as ferramentas e técnicas básicas necessárias para identificar e explorar diversas vulnerabilidades existentes em aplicações atuais.” - Dafydd Stuttard, criador do Burp Suite, coautor do livro Web Application Hacker’s HandbookIntrodução ao web hacking apresenta um processo simples, orientado a ferramentas, para você entender completamente o quê, onde, o porquê e o como das vulnerabilidades mais disseminadas na web e como explorá-las. As aplicações web representam o “caminho mais fácil” a ser explorado de modo a provocar danos sérios em uma empresa, com o mínimo de obstáculos a serem superados. Este é o tipo de invasão perfeito para os hackers iniciantes, e não é necessário ter experiência anterior para mergulhar de cabeça neste livro!Introdução ao web hacking conduzirá você por uma abordagem constituída de três partes, relacionada com a segurança na web: hacking de servidor web, hacking de aplicação web e hacking de usuário web. Você aprenderá não só a teoria prática por trás das vulnerabilidades e dos ataques na web, mas também a configurar e a usar ferramentas como o Burp Suite, o sqlmap, o Zed Attack Proxy, as web shells, o Social-Engineer Toolkit (SET), o Nmap, o Nessus, o Metasploit, o netcat e muito mais!- Discute uma abordagem simples e direta para o web hacking, perfeita para os iniciantes- Introduz conhecimentos básicos sobre vulnerabilidades, exploits e ferramentas web para você se preparar para os web hacks mais sofisticados- Ensina a configurar máquinas virtuais e oferece instruções passo a passo para que você possa realizar os ataques exatos à medida que avançar na leitura",,,,,,,,,,,224,,,,,,português,,,,,,9788575223918,,0,5.000000,,Read,,,,2018/06/12,,,,,,0,,,,,2018/06/10 01:26:51.412626981,,,,,,,Fila 0 | Coluna 1 | Zona 4,mNdpAwAAQBAJ,Profissional,0,,0,,,
Investindo na Bolsa de Valores,,O que você precisa saber antes de investir,,,Ademir Passos,"Passos, Ademir",,,,,,Novatec Editora,,,,,,,Business & Economics,"Quando você quer alguma coisa, planejamento e conhecimento podem ser ferramentas importantes para conquistar o seu objetivo. Investir em ações é possível a todas as pessoas. Para isso, é preciso conhecer aspectos importantes. São poucos os brasileiros que investem na Bolsa de Valores e vamos reverter essa situação por meio do conhecimento. E para levar esse conhecimento àqueles que desejam investir, o livro Investindo na Bolsa de Valores – O que você precisa saber antes de investir é uma obra com informações que o investidor deve conhecer antes e durante o investimento. Em uma linguagem acessível e simplificada, esta obra traz informações importantes para esse tipo de investimento. Por meio das duas principais formas para analisar uma empresa – Análise Fundamentalista e Análise Técnica – você compreenderá como escolher uma empresa para investir e qual o momento mais adequado efetuar uma operação, seja para comprar ou vender uma ação, além de aspectos que interferem nas cotações das ações e como aproveitar esses momentos. Com vários exemplos gráficos e indicadores, você vai entender sobre Bolsa de Valores e formará sua própria conclusão para investir, seja a curto ou longo prazo.",,,,,,,,,,,216,,,,,,português,,,,,,9788575226780,,0,4.000000,,Read,,,,2019/07/22,,,,,,0,,,,,2019/04/18 20:58:59.675551056,,,,,,,,j_pcDwAAQBAJ,Profissional,0,,,,,"[{""status"":0,""activityYear"":2019,""param1"":""1"",""param2"":""2"",""param3"":"""",""contact"":"""",""comments"":"""",""deviceName"":""iPhone de Antonio Armando Filho"",""type"":12,""addedDate"":""2019\/07\/22 21:58:09.790609955"",""activityDate"":""2019\/07\/22""}]"
iReport,,Crie relatórios práticos e elegantes,,,Maurício Morais,"Morais, Maurício",,,,,,Editora Casa do Código,,2016/03/04,2016,,,,Computers,"Criar o design do relatório diretamente em XML pode ser uma tarefa muito demorada e improdutiva. E se existisse uma ferramenta fácil de usar e intuitiva que automatizasse esse processo? O iReport é uma ferramenta gráfica veio preencher essa lacuna, facilitando a definição de relatórios com designs modernos e complexos, sem a necessidade de escrever uma linha de código em XML. E é todo gerado automaticamente: o ambiente disponibiliza atalhos para tarefas de compilação e visualização do relatório, proporcionando a realização de testes e, consequentemente, uma maior produtividade no processo de design. Neste livro, Maurício Morais apresenta, de forma didática e prática, como utilizar os recursos do iReport para implementar relatórios com Java. O livro tem por objetivo mostrar para estudantes, programadores e desenvolvedores quais são os conhecimentos necessários para implementação de relatórios utilizando iReport com extrema facilidade e produtividade.",,,,,,,,,,,129,,,,,,inglês,,,,,,9788555191664,,0,5.000000,,Read,,,,2018/06/12,,,,,,0,,,,,2018/06/10 02:17:33.953205943,,,,,,,,opzTCwAAQBAJ,Profissional,0,,,,,
Java EE,,Aproveite toda a plataforma para construir aplicações,,,Alberto Souza,"Souza, Alberto",,,,,,Editora Casa do Código,,2015/11/02,2015,,,,Computers,"A especificação Java EE e suas respectivas implementações vêm evoluindo ao longo do tempo. A configuração e utilização das especificações ficaram bem mais fáceis. O que ainda não é tão fácil de enxergar é como podemos colocá-las para trabalhar em conjunto. Quais eu devo usar no meu próximo projeto? O que realmente eu posso fazer com cada uma delas? Como fazer com que uma converse com a outra? Neste livro, Alberto Souza reconstrói boa parte do site da Casa do Código utilizando apenas as especificações da versão 7 do Java EE. Cada uma delas será apresentada em um cenário específico, sincronizada com a funcionalidade que vai ser implementada. Além disso, será utilizado como servidor de aplicação o WildFly que, com certeza, é o servidor que mais evolui no mundo Java.",,,,,,,,,,,312,,,,,,inglês,,,,,,9788555191169,,0,5.000000,,Read,,,,2018/06/12,,,,,,0,,,,,2018/06/10 02:14:43.653347015,,,,,,,,4GqCCwAAQBAJ,Profissional,0,,,,,
JAVA EFETIVO,,,,,Joshua Bloch,"BLOCH, JOSHUA",,,,,,Alta Books,,,,,,,,"'Java Efetivo' reúne setenta e oito regras práticas destinadas aos programadores - soluções funcionais de práticas avançadas para os desafios de programação que você encontra no dia-a-dia. Esta edição aborda recursos da Java SE 5 e Java SE 6. Bloch explora padrões de projeto e idiomas da linguagem, mostrando como aproveitar ao máximo os recursos, indo dos tipos genéricos às enumerações, das anotações ao encaixotamento automático. Cada capítulo do livro é composto por vários 'itens' apresentados na forma de um ensaio breve e autônomo que fornece aconselhamento específico, compreensão das sutilezas da plataforma Java e exemplos de código. As descrições e explicações abrangentes de cada item demonstram o que fazer, o que não fazer e por quê.",,,,,,,,,,,320,,,,,,português,,,,,,9788576082804,,1,5.000000,,Read,,,,2018/06/12,,,,,,0,,,,,2018/06/10 02:00:45.904865026,,,,,,,,JXWqPgAACAAJ,Profissional,0,,,,http://images.amazon.com/images/P/8576082802.01Z.jpg,
Java Efetivo,,AS MELHORES PRÁTICAS PARA A PLATAFORMA JAVA,,,Joshua Bloch,"BLOCH, JOSHUA",,,,,,Alta Books,,,,,,,,"Como nas edições anteriores, cada capítulo do ""Java Efetivo"", Terceira Edição é composto de inúmeros “itens”, cada qual apresentado no formato de um ensaio independente e curto que oferece recomendações específicas, traz informações a respeito das sutilezas da plataforma Java, e exemplos de códigos atualizados. As descrições e explicações completas de cada item esclarecem o que fazer, o que não fazer e o por quê. A terceira edição aborda os recursos da linguagem e das bibliotecas introduzidos no Java, 7, 8 e 9, como as construções de programação funcional, adicionadas às raizes da programação orientado a objetos. Adicionou-se muitos itens novos também, incluindo o capítulo dedicado aos lambdas e às streams.",,,,,,,,,,,432,,,,,,português,,,,,,9788550804620,,1,4.500000,,Read,,,,2019/09/08,,,,,,0,,,,,2019/07/27 14:53:27.614655971,,,,,,,,get2vgEACAAJ,Profissional,0,,,,http://images.amazon.com/images/P/8550804622.01Z.jpg,"[{""status"":0,""activityYear"":2019,""param1"":""1"",""param2"":""2"",""param3"":"""",""contact"":"""",""comments"":"""",""deviceName"":""iPhone de Antonio Armando Filho"",""type"":12,""addedDate"":""2019\/09\/08 22:15:47.400331020"",""activityDate"":""2019\/09\/08""}]"
Java Start,,,,,"André Campos, Artur Campos","Campos, André",,,,,,Editora Digitaliza,,2018/05/22,2018,,,,Computers,"O livro nasceu do seguinte paradoxo: Java é supostamente difícil de aprender mas é uma das linguagens mais utilizadas e requisitadas pelo mercado. Por isso, o objetivo do livro é ajudar o leitor a aprender a linguagem de maneira simples, fácil e fluída. Nada de infindáveis e complexas explicações técnicas. É direto ao ponto. Mas de forma didática. Outra importante característica deste livro é que ele é acessível. Primeiro, porque qualquer pessoa que quiser obter um exemplar, poderá fazê-lo sem dúvida. Segundo, porque a linguagem utilizada é simples, clara e amigável. Ainda, a obra é recheada de exemplos de código, tabelas e figuras que ajudam na compreensão dos conceitos e da linguagem.",,,,,,,,,,,212,,,,,,português,,,,,,9788545563013,,0,2.500000,,Read,,,,2021/05/09,,,,,,0,,,,,2021/05/09 05:11:25.796123027,,,,,,,Digital kindle,yIhcDwAAQBAJ,Profissional,0,,0,,,"[{""status"":0,""activityYear"":2021,""param1"":""1"",""param2"":""2"",""param3"":"""",""contact"":"""",""comments"":"""",""deviceName"":""iPhone de Antonio Armando Filho"",""type"":12,""addedDate"":""2021\/05\/09 05:11:25.833629012"",""activityDate"":""2021\/05\/09""}]"
JavaScript - Guia do Programador,,Guia completo das funcionalidades de linguagem JavaScript,,,Maurício Samy Silva,"Silva, Maurício Samy",,,,,,Novatec Editora,,2010/09/23,2010,,,,Computers,"JavaScript é uma linguagem de script usada em milhões de páginas web em todo o mundo para validar formulários, detectar objetos e adicionar uma série de outras funcionalidades interativas.Com a guerra dos navegadores, conhecer as técnicas de detecção do navegador via JavaScript era requisito básico de desenvolvimento. Quanto mais surpreendente para o usuário o efeito ao entrar em uma página, tanto mais o desenvolvedor do site era conceituado na comunidade. Páginas que se abriam com os mais variados efeitos, janelas ocupando toda a tela, desaparecimento das barras de ferramentas do navegador, abertura de janelas pop-up com propaganda, bolinhas coloridas e flocos de neve ricochetando e caindo na tela, tudo era permitido e possível com JavaScript. Com a chegada dos Padrões Web e a consequente revisão dos conceitos de desenvolvimento de sites, novos rumos foram traçados, fundamentados em critérios de separação das camadas de desenvolvimento, acessibilidade, usabilidade e portabilidade. Como consequência, foi implementada a padronização da linguagem e do Document Object Model (DOM), revitalizando e alterando os conceitos de emprego de JavaScript.A padronização aliada ao princípio de desenvolvimento voltado à melhoria progressiva faz com que JavaScript esteja presente na maioria dos sites desenvolvidos segundo os mais rígidos conceitos dos Padrões Web.As recomendações para a emergente HTML5 implementam novas e fantásticas APIs, capazes de proporcionar o desenvolvimento das mais ricas aplicações web. Contudo, a maioria das funcionalidades previstas nessas APIs, para funcionar com toda sua potencialidade, depende de JavaScript. Assim, modernos desenvolvedores e webdesigners não podem prescindir do conhecimento dessa poderosa linguagem.Este livro aborda os fundamentos da linguagem, desde os conceitos mais básicos de programação web até as funcionalidades de emprego da linguagem segundo os conceitos de orientação a objetos. É uma referência abrangente dos recursos da linguagem. Descreve detalhadamente objetos, construtores, métodos, funções, propriedades e constantes definidas segundo as recomendações do W3C e as ECMAScript.No site de apoio ao livro (www.livrojavascript.com.br), o leitor encontrará os códigos-fonte para download e informações complementares sobre o livro, além de exemplos práticos que podem ser implementados e cujo funcionamento pode ser conferido no site.",,,,,,,,,,,608,,,,,,português,,,,,,9788575222485,,0,5.000000,,Read,,,,2018/06/12,,,,,,0,,,,,2018/06/10 02:00:45.900766968,,,,,,,,BB9WDQAAQBAJ,Profissional,0,,,,,
Javascript - O Guia Definitivo,,,,,"David Flanagan, Joao Eduardo Nóbrega Tortello","Flanagan, David",,,,,,Bookman Companhia Ed,,,,,,,,Esta obra procura fornecer uma descrição da linguagem JavaScript básica e das APIs JavaScript definidas pelos navegadores Web. Abrange ECMAScript 5 e HTML5 e traz capítulos que documentam jQuery e JavaScript do lado do servidor.,,,,,,,,,,,1080,,,,,,português,,,,,,9788565837194,,1,5.000000,,Read,,,,2018/06/12,,,,,,0,,,,,2018/06/10 01:48:23.389732956,,,,,,,,yD1AvgAACAAJ,Profissional,0,,,,http://images.amazon.com/images/P/856583719X.01Z.jpg,
JavaScript Remoto,,,,,"Ben Vinegar, Anton Kovalyov","Vinegar, Ben",,,,,,Novatec Editora,,2013/08/02,2013,,,,Computers,"Há um pouco de arte na criação de JavaScript remoto – scripts incorporáveis e que podem ser conectados a qualquer website. Devem ser facilmente adaptáveis a ambientes hostis, coexistir com outros aplicativos e administrar as vulnerabilidades complexas de segurança, que surgem quando recursos e arquivos com códigos são servidos a partir de endereços remotos na web. Faça isso corretamente e você terá opções ilimitadas para distribuir seus aplicativos.Este livro único mostra como conseguir isso. Exemplos de scripts remotos que são incorporados nos sites mundo afora: o sistema de comentários da Disqus, o monitoramento do Google Analytics e o botão Curtir do Facebook. JavaScript Remoto descreve os detalhes da construção de aplicativos JavaScript remotos completos. Você aprenderá técnicas de desenvolvimento de widgets que colhem dados de tráfego, oferecem camadas e diálogos úteis ou que implementam recursos como bate-papo e comentários. Os conceitos e exemplos apresentados no livro representam as melhores práticas para esta área emergente, baseados em milhares de horas de desenvolvimento real e resultados obtidos de milhões de usuários.Conteúdo do livro:- Desenvolvimento de JavaScript, HTML e CSS livres de conflitos- Como fazer solicitações entre domínios a partir do navegador- Como vencer as limitações dos cookies remotos- Vulnerabilidades de segurança de aplicativos remotosEscrito para desenvolvedores web que já conhecem JavaScript, este livro não exige conhecimento prévio sobre aplicativos remotos.“Escrito por dois dos melhores desenvolvedores e especialistas no assunto.”– Do prefácio de Paul Irish, Relações com desenvolvedores Google Chrome e jQuery“Leitura obrigatória para qualquer desenvolvedor JavaScript sério.” – Brian Forester, ProQuest“Ótimas informações sobre aplicativos de front-end distribuídos para web!” – Sopan Shewale, Saba Software“Explica de forma clara as complexidades do JavaScript remoto.” - Jake McCrary, DRW Trading Group",,,,,,,,,,,384,,,,,,português,,,,,,9788575223727,,1,5.000000,,Read,,,,2018/06/12,,,,,,0,,,,,2018/06/10 02:00:45.882222056,,,,,,,Fila 0 | Coluna 1 | Zona 21,Zi9lDQAAQBAJ,Profissional,0,,0,,,
JBOSS 4.0 - O GUIA OFICIAL,,,,,"SCOTT STARK, MARK FLEURY, NORMAN RICHARDS","STARK, SCOTT",,,,,,STARLIN ALTA,,,,,,,,"'JBoss 4.0 Guia Oficial' oferece uma visita interna ao JBoss. Escrito pelos profissionais que construíram o JBoss desde o início, JBoss 4.0 Guia Oficial o conduzirá até o ambiente interno e fornecerá as dicas e técnicas necessárias à implantação e administração de aplicativos no JBoss 4.0. Você irá explorar o espectro completo do JBoss Application Server e o vasto potencial que o JBoss Enterprise Middleware System (JEMS) tem a oferecer ao desenvolvedor. Neste livro você encontrará a abordagem completa do JBoss 4.0 Application Server. Aprenderá como criar e implantar aplicativos utilizando as principais tecnologias J2EE como os EJBs, os servlets, o JMS e os serviços Web. No decorrer da leitura, examinará questões referentes à segurança, transações e outras tecnologias associadas, as quais farão parte de seu aplicativo. Também aprenderá como o microkernel extensível do JBoss conecta todos esses componentes e verá como pode incorporá-lo a seus próprios aplicativos. Para concluir, aprenderá as alternativas ao desenvolvimento J2EE direto encontradas no Hibernate e na programação orientada a aspectos.",,,,,,,,,,,422,,,,,,português,,,,,,9788576080909,,0,4.000000,,Read,,,,2018/06/12,,,,,,0,,,,,2018/06/10 02:00:46.043238043,,,,,,,,sTQavgAACAAJ,Profissional,0,,,,http://images.amazon.com/images/P/8576080907.01Z.jpg,
Jenkins,,Automatize tudo sem complicações,,,Fernando Boaglio,"Boaglio, Fernando",,,,,,Editora Casa do Código,,2016/02/19,2016,,,,Computers,"Fazer builds e deploys manuais leva um precioso tempo e é muito comum alguém se esquecer de fazer alguma tarefa, ou tentar fazer várias ao mesmo tempo e dar tudo errado no final. Quando tudo isso fica automatizado com o Jenkins, além de economizar horas de trabalho, você consegue ter mais produtividade de forma customizada. Neste livro, Fernando Boaglio apresenta os conceitos fundamentais do Jenkins, com estratégias de orquestração, conceito de slaves, deploys, customizações e a utilização dos plugins mais importantes. Entenda como ele funciona internamente e aprenda a construir plugins para estender as funcionalidades dessa incrível ferramenta de integração contínua.",,,,,,,,,,,137,,,,,,inglês,,,,,,9788555191541,,0,5.000000,,Read,,,,2018/06/12,,,,,,0,,,,,2018/06/10 02:06:07.590209960,,,,,,,,lCCjCwAAQBAJ,Profissional,0,,,,,
JOHN,,,,,"CYNTHIA LENNON, JOHN LENNON","LENNON, CYNTHIA",,,,,,Larousse Do Brasil,,,,,,,,"Cynthia Lennon, primeira mulher do ex-Beatle, é testemunha viva dos acontecimentos que formaram o artista. Ela conheceu John Lennon na faculdade de arte, e o relacionamento entre eles, que coincidiu com o começo dos Beatles, estendeu-se por dez importantes anos para o grupo. Cynthia conta sua história, e de seu casamento com esse homem que foi um integrante admirado dessa banda de rock.",,,,,,,,,,,352,,,,,,português,,,,,,9788576356141,,0,5.000000,,Read,,,,2019/08/09,,,,,,0,,,,,2019/08/09 22:41:20.340528964,,,,,,,,xN_8QgAACAAJ,Jéssica,0,,,,http://images.amazon.com/images/P/8576356147.01Z.jpg,"[{""status"":0,""activityYear"":2019,""param1"":""1"",""param2"":""2"",""param3"":"""",""contact"":"""",""comments"":"""",""deviceName"":""iPhone de Antonio Armando Filho"",""type"":12,""addedDate"":""2019\/08\/09 22:41:20.350597977"",""activityDate"":""2019\/08\/09""}]"
JPA Eficaz,,As melhores práticas de persistência de dados em Java,,,Hébert Coelho,"Coelho, Hébert",,,,,,Editora Casa do Código,,2014/04/16,2014,,,,Computers,"Entender o básico da JPA pode ser simples e rápido, mas com o uso do dia a dia, ela se torna uma ferramenta que demanda muito cuidado. É preciso conhecer bem seus detalhes para não cair em armadilhas. Nesse livro, Hebert Coelho explica em tópicos curtos, e direto ao ponto, técnicas para usar a JPA da melhor forma possível, com atenção aos equívocos mais comuns. Você vai aprender a evitar o problema de N+1 consultas, usar corretamente o controle transacional, fazer consultas que envolvam relacionamentos, controlar quando usar EAGER ou LAZY nos relacionamentos, evitar a famigerada LazyInitializationException e muito mais.",,,,,,,,,,,183,,,,,,inglês,,,,,,9788566250817,,1,5.000000,,Read,,,,2018/06/12,,,,,,0,,,,,2018/06/10 02:28:05.283941030,,,,,,,,x26CCwAAQBAJ,Profissional,0,,,,,
jQuery UI,,Aprenda a criar componentes de interface de alto impacto visual com uso da biblioteca jQuery UI,,,Maurício Samy Silva,"Silva, Maurício Samy",,,,,,Novatec Editora,,2012/05/08,2012,,,,Computers,"A jQuery UI é uma biblioteca com base em jQuery que facilita a criação de elementos de interface de usuário com um mínimo de código e sintaxe idêntica à da biblioteca jQuery, e é compatível com os padrões web.Este livro tem por objetivo fornecer aos profissionais envolvidos na criação de sites, tanto na área de design quanto na de desenvolvimento e programação, os conceitos fundamentais e as técnicas de programação necessárias ao emprego da biblioteca jQuery UI na criação de interfaces ricas e de alta interatividade, tornando-as visualmente mais agradáveis e amigáveis.Serão fornecidas informações detalhadas do funcionamento básico da biblioteca jQuery UI, estudando seus componentes, mecanismos e funcionalidades. Explicações teóricas em linguagem corrente e clara são acompanhadas de exemplos práticos explicados passo a passo e complementados por arquivo HTML para consulta.Profissionais da área de design, familiarizados com as técnicas aqui descritas, contarão com uma valiosa fonte de inspiração no planejamento das funcionalidades para incrementar suas criações.Para tirar o máximo proveito dos ensinamentos contidos no livro, são pré-requisitos: familiaridade com a biblioteca jQuery, bons conhecimentos de HTML e CSS e conhecer os fundamentos e a sintaxe da linguagem JavaScript.",,,,,,,,,,,736,,,,,,português,,,,,,9788575222966,,0,3.000000,,Read,,,,2018/06/12,,,,,,0,,,,,2018/06/10 01:48:23.370733022,,,,,,,,01GiDQAAQBAJ,Profissional,0,,,,,
JSF Eficaz,,As melhores práticas para o desenvolvedor web Java,,,Hébert Coelho,"Coelho, Hébert",,,,,,Editora Casa do Código,,2014/04/16,2014,,,,Computers,"O JSF é um framework incrível para se trabalhar com Java mas, conhecer os detalhes e saber utilizá-los da forma correta é o que leva os projetos desenvolvidos nessa plataforma ao sucesso. Este livro mostra como esses detalhes fazem a diferença, possibilitando o uso do JSF de maneira tranquila e segura, facilitando muito o desenvolvimento, organização e manutenção do código. Você aprenderá técnicas e verá dicas que se aplicam às diferentes versões do JSF, indo desde o JSF 1.x até o 2.x. Aprenda a usar os Frameworks mais requisitados do mercado com os livros da Editora Casa do Código.",,,,,,,,,,,204,,,,,,inglês,,,,,,9788566250824,,1,5.000000,,Read,,,,2018/06/12,,,,,,0,,,,,2018/06/10 02:12:40.084324955,,,,,,,,Mm6CCwAAQBAJ,Profissional,0,,,,,
Kotlin em ação,,,,,"Dmitry Jemerov , Svetlana Isakova","Jemerov, Dmitry",,,,,,Novatec Editora,,2017/10/02,2017,,,,Computers,"Os desenvolvedores querem que seu trabalho seja feito – e quanto menos complicações houver, melhor. Programar com Kotlin significa ter menos complicações. A linguagem de programação Kotlin oferece uma sintaxe expressiva, um sistema de tipos robusto e intuitivo e o suporte de um ótimo conjunto de ferramentas, juntamente com uma interoperabilidade natural com códigos, bibliotecas e frameworks Java. A linguagem Kotlin pode ser compilada para bytecode Java, portanto você pode usá-la em todos os lugares em que Java é utilizada, inclusive no Android. Com um compilador eficiente e uma pequena biblioteca-padrão, Kotlin praticamente não impõe nenhum overhead em tempo de execução.Kotlin em ação ensina você a usar a linguagem Kotlin em aplicações com qualidade compatível para ambientes de produção. Escrito para desenvolvedores com experiência em Java, este livro repleto de exemplos vai além da maioria dos livros sobre linguagens de programação, incluindo tópicos interessantes como construção de DSLs com sintaxe de linguagem natural. Os autores são desenvolvedores do núcleo de Kotlin, portanto você poderá estar certo de que mesmo os detalhes mais intrincados serão apresentados com extrema precisão.O que o livro contém:programação funcional na JVM;como escrever um código claro e idiomático;como combinar Kotlin e Java;linguagens de domínio específico.",,,,,,,,,,,432,,,,,,português,,,,,,9788575226100,,0,4.000000,,Read,,,,2018/06/12,,,,,,0,,,,,2018/06/10 02:00:46.015550971,,,,,,,,N0U4DwAAQBAJ,Profissional,0,,,,,
